ID,Label,Circuit Name,Qubits,Depth,CNOTs,Total Params,Feature-Bound Params,Variational Params
StronglyEntangling/LexicalAmbiguity_63,Ambiguity_Knowledge,circuit-22560,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_64,Ambiguity_Knowledge,circuit-22562,2,6,0,5,5,0
StronglyEntangling/LexicalAmbiguity_65,Ambiguity_Knowledge,circuit-22564,3,9,0,8,8,0
StronglyEntangling/LexicalAmbiguity_66,Ambiguity_Knowledge,circuit-22566,5,2,0,10,10,0
StronglyEntangling/LexicalAmbiguity_67,Ambiguity_Knowledge,circuit-22568,1,6,0,6,6,0
StronglyEntangling/LexicalAmbiguity_68,Ambiguity_Knowledge,circuit-22570,4,2,0,8,8,0
StronglyEntangling/LexicalAmbiguity_69,Ambiguity_Knowledge,circuit-22572,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_70,Ambiguity_King,circuit-22574,3,2,0,6,6,0
StronglyEntangling/LexicalAmbiguity_71,Ambiguity_King,circuit-22576,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_72,Ambiguity_King,circuit-22578,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_73,Ambiguity_King,circuit-22580,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_74,Ambiguity_King,circuit-22582,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_75,Ambiguity_King,circuit-22584,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_76,Ambiguity_King,circuit-22586,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_77,Ambiguity_King,circuit-22588,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_78,Ambiguity_King,circuit-22590,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_79,Ambiguity_King,circuit-22592,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_86,Ambiguity_Possess,circuit-22600,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_90,Ambiguity_Hit,circuit-22605,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_91,Ambiguity_Hit,circuit-22607,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_92,Ambiguity_Hit,circuit-22609,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_93,Ambiguity_Hit,circuit-22611,1,6,0,6,6,0
StronglyEntangling/LexicalAmbiguity_94,Ambiguity_Hit,circuit-22613,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_95,Ambiguity_Hit,circuit-22615,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_96,Ambiguity_Hit,circuit-22617,2,6,0,5,5,0
StronglyEntangling/LexicalAmbiguity_97,Ambiguity_Hit,circuit-22619,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_98,Ambiguity_Hit,circuit-22621,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_99,Ambiguity_Hit,circuit-22623,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_100,Ambiguity_Multiply,circuit-22625,2,6,0,3,3,0
StronglyEntangling/LexicalAmbiguity_101,Ambiguity_Multiply,circuit-22627,1,2,0,2,2,0
StronglyEntangling/LexicalAmbiguity_102,Ambiguity_Multiply,circuit-22629,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_103,Ambiguity_Multiply,circuit-22631,4,2,0,8,8,0
StronglyEntangling/LexicalAmbiguity_104,Ambiguity_Multiply,circuit-22633,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_105,Ambiguity_Multiply,circuit-22635,2,6,0,3,3,0
StronglyEntangling/LexicalAmbiguity_106,Ambiguity_Multiply,circuit-22637,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_107,Ambiguity_Multiply,circuit-22639,3,9,0,8,8,0
StronglyEntangling/LexicalAmbiguity_108,Ambiguity_Multiply,circuit-22641,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_109,Ambiguity_Multiply,circuit-22643,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_110,Ambiguity_Open,circuit-22645,2,6,0,5,5,0
StronglyEntangling/LexicalAmbiguity_111,Ambiguity_Open,circuit-22647,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_112,Ambiguity_Open,circuit-22649,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_113,Ambiguity_Open,circuit-22651,2,7,0,7,7,0
StronglyEntangling/LexicalAmbiguity_114,Ambiguity_Open,circuit-22653,3,10,0,9,9,0
StronglyEntangling/LexicalAmbiguity_115,Ambiguity_Conquer,circuit-22655,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_116,Ambiguity_Conquer,circuit-22657,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_117,Ambiguity_Conquer,circuit-22659,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_118,Ambiguity_Conquer,circuit-22661,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_119,Ambiguity_Conquer,circuit-22663,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_120,Ambiguity_Open,circuit-22665,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_121,Ambiguity_Open,circuit-22667,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_122,Ambiguity_Open,circuit-22669,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_123,Ambiguity_Open,circuit-22671,1,4,0,4,4,0
StronglyEntangling/LexicalAmbiguity_124,Ambiguity_Open,circuit-22673,3,10,0,9,9,0
Sim14/LexicalAmbiguity_0,Ambiguity_Man,circuit-44355,1,9,0,9,9,0
Sim14/LexicalAmbiguity_1,Ambiguity_Man,circuit-44357,1,9,0,9,9,0
Sim14/LexicalAmbiguity_2,Ambiguity_Man,circuit-44359,2,16,0,19,19,0
Sim14/LexicalAmbiguity_3,Ambiguity_Man,circuit-44361,1,6,0,6,6,0
Sim14/LexicalAmbiguity_4,Ambiguity_Man,circuit-44363,4,3,0,12,12,0
Sim14/LexicalAmbiguity_5,Ambiguity_Man,circuit-44365,1,6,0,6,6,0
Sim14/LexicalAmbiguity_6,Ambiguity_Man,circuit-44367,3,28,0,38,38,0
Sim14/LexicalAmbiguity_7,Ambiguity_Man,circuit-44369,2,18,0,25,25,0
Sim14/LexicalAmbiguity_8,Ambiguity_Man,circuit-44371,2,16,0,19,19,0
Sim14/LexicalAmbiguity_9,Ambiguity_Man,circuit-44373,1,6,0,6,6,0
Sim14/LexicalAmbiguity_10,Ambiguity_Leg,circuit-44375,1,3,0,3,3,0
Sim14/LexicalAmbiguity_11,Ambiguity_Leg,circuit-44377,1,6,0,6,6,0
Sim14/LexicalAmbiguity_12,Ambiguity_Leg,circuit-44379,2,16,0,19,19,0
Sim14/LexicalAmbiguity_13,Ambiguity_Leg,circuit-44381,5,3,0,15,15,0
Sim14/LexicalAmbiguity_15,Ambiguity_Leg,circuit-44384,1,3,0,3,3,0
Sim14/LexicalAmbiguity_17,Ambiguity_Leg,circuit-44387,1,6,0,6,6,0
Sim14/LexicalAmbiguity_18,Ambiguity_Leg,circuit-44389,3,3,0,9,9,0
Sim14/LexicalAmbiguity_19,Ambiguity_Leg,circuit-44391,1,6,0,6,6,0
Sim14/LexicalAmbiguity_20,Ambiguity_Spring,circuit-44393,1,3,0,3,3,0
Sim14/LexicalAmbiguity_21,Ambiguity_Eye,circuit-44395,3,3,0,9,9,0
Sim14/LexicalAmbiguity_22,Ambiguity_Eye,circuit-44397,3,3,0,9,9,0
Sim14/LexicalAmbiguity_23,Ambiguity_Spring,circuit-44399,1,9,0,9,9,0
Sim14/LexicalAmbiguity_24,Ambiguity_Eye,circuit-44401,3,3,0,9,9,0
Sim14/LexicalAmbiguity_25,Ambiguity_Spring,circuit-44403,2,16,0,19,19,0
Sim14/LexicalAmbiguity_26,Ambiguity_Eye,circuit-44405,1,6,0,6,6,0
Sim14/LexicalAmbiguity_27,Ambiguity_Spring,circuit-44407,7,3,0,21,21,0
Sim14/LexicalAmbiguity_28,Ambiguity_Eye,circuit-44409,5,3,0,15,15,0
Sim14/LexicalAmbiguity_29,Ambiguity_Spring,circuit-44411,1,3,0,3,3,0
Sim14/LexicalAmbiguity_30,Ambiguity_Camel,circuit-44413,4,3,0,12,12,0
Sim14/LexicalAmbiguity_31,Ambiguity_Camel,circuit-44415,1,6,0,6,6,0
Sim14/LexicalAmbiguity_32,Ambiguity_Camel,circuit-44417,2,19,0,22,22,0
Sim14/LexicalAmbiguity_33,Ambiguity_Camel,circuit-44419,2,18,0,25,25,0
Sim14/LexicalAmbiguity_34,Ambiguity_Camel,circuit-44421,2,16,0,22,22,0
Sim14/LexicalAmbiguity_35,Ambiguity_Camel,circuit-44423,1,6,0,6,6,0
Sim14/LexicalAmbiguity_36,Ambiguity_Camel,circuit-44425,1,6,0,6,6,0
Sim14/LexicalAmbiguity_37,Ambiguity_Camel,circuit-44427,1,6,0,6,6,0
Sim14/LexicalAmbiguity_38,Ambiguity_Camel,circuit-44429,1,6,0,6,6,0
Sim14/LexicalAmbiguity_39,Ambiguity_Camel,circuit-44431,2,18,0,25,25,0
Sim14/LexicalAmbiguity_40,Ambiguity_Sentences,circuit-44433,2,19,0,22,22,0
Sim14/LexicalAmbiguity_41,Ambiguity_Sentences,circuit-44435,1,6,0,6,6,0
Sim14/LexicalAmbiguity_42,Ambiguity_Sentences,circuit-44437,1,6,0,6,6,0
Sim14/LexicalAmbiguity_43,Ambiguity_Sentences,circuit-44439,2,19,0,22,22,0
Sim14/LexicalAmbiguity_44,Ambiguity_Sentences,circuit-44441,1,6,0,6,6,0
Sim14/LexicalAmbiguity_45,Ambiguity_Sentences,circuit-44443,2,19,0,22,22,0
Sim14/LexicalAmbiguity_46,Ambiguity_Sentences,circuit-44445,2,21,0,28,28,0
Sim14/LexicalAmbiguity_47,Ambiguity_Sentences,circuit-44447,1,6,0,6,6,0
Sim14/LexicalAmbiguity_48,Ambiguity_Sentences,circuit-44449,3,28,0,38,38,0
Sim14/LexicalAmbiguity_49,Ambiguity_Sentences,circuit-44451,2,19,0,25,25,0
Sim14/LexicalAmbiguity_50,Ambiguity_Flag,circuit-44453,2,18,0,25,25,0
Sim14/LexicalAmbiguity_52,Ambiguity_Flag,circuit-44456,2,18,0,25,25,0
Sim14/LexicalAmbiguity_55,Ambiguity_Flag,circuit-44460,1,6,0,6,6,0
Sim14/LexicalAmbiguity_56,Ambiguity_Flag,circuit-44462,1,3,0,3,3,0
Sim14/LexicalAmbiguity_57,Ambiguity_Flag,circuit-44464,3,3,0,9,9,0
Sim14/LexicalAmbiguity_58,Ambiguity_Flag,circuit-44466,2,16,0,22,22,0
Sim14/LexicalAmbiguity_59,Ambiguity_Flag,circuit-44468,2,18,0,25,25,0
Sim14/LexicalAmbiguity_60,Ambiguity_Knowledge,circuit-44470,3,31,0,41,41,0
Sim14/LexicalAmbiguity_61,Ambiguity_Knowledge,circuit-44472,5,3,0,15,15,0
Sim14/LexicalAmbiguity_62,Ambiguity_Knowledge,circuit-44474,2,18,0,25,25,0
Sim14/LexicalAmbiguity_63,Ambiguity_Knowledge,circuit-44476,1,6,0,6,6,0
Sim14/LexicalAmbiguity_64,Ambiguity_Knowledge,circuit-44478,2,16,0,22,22,0
Sim14/LexicalAmbiguity_65,Ambiguity_Knowledge,circuit-44480,3,28,0,41,41,0
Sim14/LexicalAmbiguity_66,Ambiguity_Knowledge,circuit-44482,5,3,0,15,15,0
Sim14/LexicalAmbiguity_67,Ambiguity_Knowledge,circuit-44484,1,9,0,9,9,0
Sim14/LexicalAmbiguity_68,Ambiguity_Knowledge,circuit-44486,4,3,0,12,12,0
Sim14/LexicalAmbiguity_69,Ambiguity_Knowledge,circuit-44488,1,6,0,6,6,0
Sim14/LexicalAmbiguity_70,Ambiguity_King,circuit-44490,3,3,0,9,9,0
Sim14/LexicalAmbiguity_71,Ambiguity_King,circuit-44492,1,6,0,6,6,0
Sim14/LexicalAmbiguity_72,Ambiguity_King,circuit-44494,1,6,0,6,6,0
Sim14/LexicalAmbiguity_73,Ambiguity_King,circuit-44496,1,6,0,6,6,0
Sim14/LexicalAmbiguity_74,Ambiguity_King,circuit-44498,1,6,0,6,6,0
Sim14/LexicalAmbiguity_75,Ambiguity_King,circuit-44500,2,18,0,25,25,0
Sim14/LexicalAmbiguity_76,Ambiguity_King,circuit-44502,2,18,0,25,25,0
Sim14/LexicalAmbiguity_77,Ambiguity_King,circuit-44504,1,6,0,6,6,0
Sim14/LexicalAmbiguity_78,Ambiguity_King,circuit-44506,1,6,0,6,6,0
Sim14/LexicalAmbiguity_79,Ambiguity_King,circuit-44508,1,6,0,6,6,0
Sim14/LexicalAmbiguity_86,Ambiguity_Possess,circuit-44516,1,6,0,6,6,0
Sim14/LexicalAmbiguity_90,Ambiguity_Hit,circuit-44521,1,6,0,6,6,0
Sim14/LexicalAmbiguity_91,Ambiguity_Hit,circuit-44523,1,6,0,6,6,0
Sim14/LexicalAmbiguity_92,Ambiguity_Hit,circuit-44525,1,6,0,6,6,0
Sim14/LexicalAmbiguity_93,Ambiguity_Hit,circuit-44527,1,9,0,9,9,0
Sim14/LexicalAmbiguity_94,Ambiguity_Hit,circuit-44529,1,6,0,6,6,0
Sim14/LexicalAmbiguity_95,Ambiguity_Hit,circuit-44531,2,18,0,25,25,0
Sim14/LexicalAmbiguity_96,Ambiguity_Hit,circuit-44533,2,16,0,22,22,0
Sim14/LexicalAmbiguity_97,Ambiguity_Hit,circuit-44535,2,18,0,25,25,0
Sim14/LexicalAmbiguity_98,Ambiguity_Hit,circuit-44537,1,6,0,6,6,0
Sim14/LexicalAmbiguity_99,Ambiguity_Hit,circuit-44539,1,6,0,6,6,0
Sim14/LexicalAmbiguity_100,Ambiguity_Multiply,circuit-44541,2,16,0,19,19,0
Sim14/LexicalAmbiguity_101,Ambiguity_Multiply,circuit-44543,1,3,0,3,3,0
Sim14/LexicalAmbiguity_102,Ambiguity_Multiply,circuit-44545,1,6,0,6,6,0
Sim14/LexicalAmbiguity_103,Ambiguity_Multiply,circuit-44547,4,3,0,12,12,0
Sim14/LexicalAmbiguity_104,Ambiguity_Multiply,circuit-44549,2,18,0,25,25,0
Sim14/LexicalAmbiguity_105,Ambiguity_Multiply,circuit-44551,2,16,0,19,19,0
Sim14/LexicalAmbiguity_106,Ambiguity_Multiply,circuit-44553,1,6,0,6,6,0
Sim14/LexicalAmbiguity_107,Ambiguity_Multiply,circuit-44555,3,28,0,41,41,0
Sim14/LexicalAmbiguity_108,Ambiguity_Multiply,circuit-44557,2,18,0,25,25,0
Sim14/LexicalAmbiguity_109,Ambiguity_Multiply,circuit-44559,1,6,0,6,6,0
Sim14/LexicalAmbiguity_110,Ambiguity_Open,circuit-44561,2,16,0,22,22,0
Sim14/LexicalAmbiguity_111,Ambiguity_Open,circuit-44563,2,18,0,25,25,0
Sim14/LexicalAmbiguity_112,Ambiguity_Open,circuit-44565,2,18,0,25,25,0
Sim14/LexicalAmbiguity_113,Ambiguity_Open,circuit-44567,2,18,0,25,25,0
Sim14/LexicalAmbiguity_114,Ambiguity_Open,circuit-44569,3,30,0,28,28,0
Sim14/LexicalAmbiguity_115,Ambiguity_Conquer,circuit-44571,1,6,0,6,6,0
Sim14/LexicalAmbiguity_116,Ambiguity_Conquer,circuit-44573,1,6,0,6,6,0
Sim14/LexicalAmbiguity_117,Ambiguity_Conquer,circuit-44575,1,6,0,6,6,0
Sim14/LexicalAmbiguity_118,Ambiguity_Conquer,circuit-44577,1,6,0,6,6,0
Sim14/LexicalAmbiguity_119,Ambiguity_Conquer,circuit-44579,1,6,0,6,6,0
Sim14/LexicalAmbiguity_120,Ambiguity_Open,circuit-44581,1,6,0,6,6,0
Sim14/LexicalAmbiguity_121,Ambiguity_Open,circuit-44583,1,6,0,6,6,0
Sim14/LexicalAmbiguity_122,Ambiguity_Open,circuit-44585,1,6,0,6,6,0
Sim14/LexicalAmbiguity_123,Ambiguity_Open,circuit-44587,1,6,0,6,6,0
Sim14/LexicalAmbiguity_124,Ambiguity_Open,circuit-44589,3,30,0,28,28,0
